"PiratesID","PlayerName","split","C","1B","2B","3B","SS","LF","CF","RF","DH","Total"
"E5AAB108-6DEA-4780-879F-5AD9CAA8F315","Pena, Jhonson","vB",0,0,0,0,0,0,0,0,0,0
"E965C63B-D3DF-4C77-AC42-86315D3322E7","Florentino, Edward","vB",0,0,0,0,0,0,0,0,0,0
"EABF4FAC-50A5-46FD-999A-73EFF8F865EB","Taylor, Will","vB",0,0,0,0,0,0,0,0,0,0
"EBB04960-B0F0-48D4-825A-3793435ABC4A","Allen, Iverson","vB",0,0,0,0,0,0,0,0,0,0
"ED5E2598-AC2E-4DE9-8CAC-F7E83584E907","Delay, Jason","vB",0,0,0,0,0,0,0,0,0,0
"F19053D6-0F22-4FC9-AD36-C7C90D075D4F","Sightler, Josiah","vB",0,0,0,0,0,0,0,0,0,0
"F60BA2BB-B7D6-4F68-8FFD-64C9CA954EC7","Cook, Billy","vB",0,0.2334,0.0178,0,0,0.0174,0.2086,0.2465,0,0.7237
"F78772F1-5A9B-4DF0-B515-B8403A7786B1","Machado, Juan","vB",0,0,0,0,0,0,0,0,0,0
"FC013411-B68B-43E8-8C6D-819CF55C2423","Head, Hudson","vB",0,0,0,0,0,0,0,0,0,0
"FD3DC6B8-92C4-46E2-9417-7A55E7C0FF83","McCutchen, Andrew","vB",0,0,0,0,0,0.0745,0,0.0791,0.1413,0.2949
